id,text,aspect,sentiment
1059,"delicious bagels, especially when right out of the oven.",bagels,positive
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,positive
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),positive
2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",mussels,positive
2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",puff pastry goat cheese,positive
2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,positive
2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",hanger steak au poivre,positive
2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,scene,negative
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,negative
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,negative
588,"The service was excellent, the food was excellent, but the entire experience was very cool.",service,positive
588,"The service was excellent, the food was excellent, but the entire experience was very cool.",food,positive
3207,We always have a delicious meal and always leave feeling satisfied.,meal,positive
259,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive
259,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive
3669,"Please if your thinking about it go, and stay the wait you won't be disappointed.",wait,negative
898,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,negative
898,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,negative
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive
2444,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",toast,negative
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,negative
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,negative
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,neutral
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,negative
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral
296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,neutral
3496,Pizza was a little soggy.,Pizza,negative
1916,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",atmoshere,positive
102,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,positive
728,"With the great variety on the menu , I eat here often and never get bored .",menu,positive
600,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",table,negative
600,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,positive
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,positive
2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",wine list,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",staff,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",owners,positive
2946,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",menu,positive
2300,less wait time for me!,wait time,positive
318,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,atmosphere,positive
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral
2796,love the food.,food,positive
741,The tuna and wasabe potatoes are excellent.,tuna,positive
741,The tuna and wasabe potatoes are excellent.,wasabe potatoes,positive
28,Food was average but tasty.,Food,positive
3608,"So, a little inconsistency there but either way, both pizzas were really good.",pizzas,positive
3527,The food is nothing like its menu description.,food,negative
3527,The food is nothing like its menu description.,menu description,negative
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",sandwich,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",plastic forks,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,neutral
3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,neutral
2748,The service was the only thing good about this restaurant.,service,positive
2341,We arrived on time for our reservation and seated promptly.The,reservation,positive
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive
494,"Try the hot dogs too, they're snappy and delicious.",hot dogs,positive
839,"Given the incredible architecture surrounding it, this place has no character.",architecture,positive
839,"Given the incredible architecture surrounding it, this place has no character.",place,negative
1638,The prices are exceptionally reasonable for food of this caliber.,prices,positive
1638,The prices are exceptionally reasonable for food of this caliber.,food,positive
3135,"You can also special order any kind of dumpling,etc.",dumpling,positive
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,negative
3211,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",eats,positive
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,positive
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,positive
1747,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,negative
1747,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,positive
2057,I am happy i did the food was awsome.,food,positive
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive
959,The service was friendly and the atmosphere was casual.,service,positive
959,The service was friendly and the atmosphere was casual.,atmosphere,positive
1909,The entire dining experience was wonderful!,dining experience,positive
166,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,bottle of wine,neutral
368,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,grapes,neutral
3154,I love to visit Murrays for my bagel fix.,bagel,positive
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",waitress,positive
1022,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",fried mini buns with the condensed milk and the assorted fruits on beancurd,positive
2095,"Stick to dimsum, not super overpriced noodles.",noodles,neutral
2095,"Stick to dimsum, not super overpriced noodles.",dimsum,positive
2807,This place is the most Japanese it can ever get.,place,positive
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",bar,negative
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",waiting,negative
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",table,negative
1980,"Tasty steak, pork loin, the works.",steak,positive
1980,"Tasty steak, pork loin, the works.",pork loin,positive
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,positive
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,positive
2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive
604,I liked the beer selection!,beer selection,positive
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",bartender,positive
1110,"And Kruno, the beverage manager is the best bartender I have yet to come across.",beverage manager,positive
298,I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral
183,"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,conflict
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",chef,positive
1948,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",food,positive
2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,positive
390,i would just ask for no oil next time.,oil,negative
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",service,conflict
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive
89,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,positive
1578,Our food was great too!,food,positive
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive
655,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive
1580,The staff was the friendliest that have seen in New York.,staff,positive
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,positive
2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive
676,"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,positive
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),positive
160,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,waiter,positive
1609,Service was quick.,Service,positive
2127,Terrific menu full of unique rolls and special dishes.,menu,positive
2127,Terrific menu full of unique rolls and special dishes.,rolls,positive
2127,Terrific menu full of unique rolls and special dishes.,dishes,positive
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,conflict
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive
1853,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",salmon dish,conflict
1853,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",flavor,negative
1853,"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",price,neutral
667,Prices are in line.,Prices,neutral
2861,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",staff,positive
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portions,negative
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",portion,positive
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",main course,negative
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",atmosphere,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",people,positive
1713,"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive
1836,"Other than the crappy service from two individuals, it's great.",service,negative
3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",food,neutral
3463,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",atmosphere,neutral
2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,negative
2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral
2654,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral
2467,"Great wine, great food.",wine,positive
2467,"Great wine, great food.",food,positive
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive
2059,and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",prices,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",atmosphere,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",service,positive
556,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",wine list,positive
2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,conflict
2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive
2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,positive
1718,"Great food, great decor, great service.",food,positive
1718,"Great food, great decor, great service.",decor,positive
1718,"Great food, great decor, great service.",service,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",prices,conflict
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral
162,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral
1782,Taxan delicious!,Taxan,positive
2325,The selection changes frequently but the basic dishes are always available.,selection,neutral
2325,The selection changes frequently but the basic dishes are always available.,basic dishes,neutral
2153,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,neutral
3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",lox,positive
3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",mussels,positive
3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",cod,neutral
3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral
3454,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",dinner,neutral
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",garlic shrimp,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,positive
3081,"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),positive
2307,Personal pans are the perfect size for those hungry nights.,Personal pans,positive
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive
2363,Fish was overdone.,Fish,negative
1301,The food was absolutely horrible!,food,negative
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive
1321,Its an excellent place to relax and the food is one of the best in the city of New York.,food,positive
2172,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,neutral
2585,Delivery service is great too.,Delivery service,positive
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna melt,negative
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,cheese,neutral
1538,We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.,tuna sandwich,negative
2577,fine dining restaurant quality.,quality,positive
2259,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,bar,neutral
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,positive
858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,negative
1623,The wine list is excellent.,wine list,positive
784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",lazy susans,positive
784,"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",tables,positive
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative
134,The food is prepared quickly and efficiently.,food,positive
2767,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,positive
2767,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,positive
838,The aesthetics of this place are like an airport lounge.,aesthetics,negative
838,The aesthetics of this place are like an airport lounge.,place,negative
3603,I have eaten a lot of pizza here.,pizza,neutral
3121,But the staff was so horrible to us.,staff,negative
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,positive
1171,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,positive
271,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,positive
3689,We could only get through an appetizer and cheese fondue.,appetizer,neutral
3689,We could only get through an appetizer and cheese fondue.,cheese fondue,neutral
1328,"Also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,positive
439,Some baby pizzas get their wish.,baby pizzas,neutral
238,The food is so cheap and the waiters are nice.,food,positive
238,The food is so cheap and the waiters are nice.,waiters,positive
438,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative
2778,"Found service above average, but that could be because we were 13 of us.",service,positive
1296,They charge different prices all the time.,prices,negative
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",waitresses,positive
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",price,positive
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",menu,neutral
3667,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",food,neutral
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",menu,neutral
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",beef cubes,positive
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",chicken with chili and lemon grass,positive
2923,Zero ambiance to boot.,ambiance,negative
402,"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",Half-Price Saturday Night Special,neutral
1127,I liked the food at this quasi-thai restaurant.,food,positive
1127,I liked the food at this quasi-thai restaurant.,quasi-thai,positive
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,food,positive
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,negative
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative
1002,"The view is spectacular, and the food is great.",view,positive
1002,"The view is spectacular, and the food is great.",food,positive
3150,"Food was okay, nothing great.",Food,neutral
2385,I've been coming here as a child and always come back for the taste.,taste,positive
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative
3599,The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative
883,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,negative
883,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken,negative
883,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,negative
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,positive
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",appetizer,neutral
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",entree,neutral
1688,All my co-workers were amazed at how small the dish was.,dish,negative
612,great place to go for a drink too because they have 100 kinds of beer.,kinds of beer,positive
612,great place to go for a drink too because they have 100 kinds of beer.,drink,neutral
3524,We always get a sampling of appetizers and share.,appetizers,neutral
1950,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,reservation,neutral
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive
3140,The dim sum is delectable while the prices are quite easy on the wallet.,dim sum,positive
3140,The dim sum is delectable while the prices are quite easy on the wallet.,prices,positive
1331,Why make a reservation if you aren't going to keep it?,reservation,negative
690,For those prices and the dressed up atmosphere you expect more and should get more.,prices,negative
690,For those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,negative
3690,Will have to return to try the chocolate!,chocolate,positive
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive
2998,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",place,positive
2812,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral
3019,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,neutral
3019,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,neutral
3019,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,neutral
147,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive
2200,The design and atmosphere is just as good.,design,positive
2200,The design and atmosphere is just as good.,atmosphere,positive
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Indian food,positive
2421,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",Paneer Roll,positive
1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,positive
1050,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive
1272,Don't eat here unless you're starving for thai food and you work next door.,thai food,negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,negative
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,neutral
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,negative
3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",waiter,neutral
1017,sometimes i get good food and ok service.,food,positive
1017,sometimes i get good food and ok service.,service,neutral
3318,I would highly recommand requesting a table by the window.,table by the window,positive
1417,I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",quality,positive
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",freshness,positive
966,"The prices cannot be beat for the quality, quantity, freshness and taste.",taste,positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",bruschettas,positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",paninis,positive
533,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
2973,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,positive
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative
1650,This big draw is the all you can sushi here for $19.95!,sushi,positive
1986,"If presentation and service is your thing, then this magic show works.",service,positive
2903,"i've been to sapphire twice and both times the food was fine, if not good.",food,positive
550,"We have been to this place many times, and always have great food, wine, and service.",food,positive
550,"We have been to this place many times, and always have great food, wine, and service.",wine,positive
550,"We have been to this place many times, and always have great food, wine, and service.",service,positive
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive
220,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive
1608,Great pizza for lunch place.,pizza,positive
2554,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,positive
2317,I started out with a Bombay beer which was big enough for two.,Bombay beer,positive
